"BehaviorSpace results (NetLogo 6.2.2)"
"JAN22_SEN1211_recyclingplastic_group5.tmp.nlogo"
"Yes_33% each"
"01/22/2022 22:33:59:708 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","initial-perc-singles","initial-num-collection-points","show-bottles?","fraction-of-collection","model-version","population","initial-perc-families","fraction-of-technology","total-budget","fraction-of-campaign","recycling-changing-ratio","initial-perc-couples","max-bottles","initial-num-recycling-companies","C-capacity","collection-changing-ratio","R-capacity","[step]","total-collection","total-recycle","rate-recycling"
"6","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","3","0","0","0"
"2","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","2","0","0","0"
"3","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","4","0","0","0.5683282669153719"
"4","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","3","0","0","0"
"8","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","4","0","0","0.6055851063829787"
"5","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","4","0","0","0.723287825861618"
"7","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","2","0","0","0"
"1","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","3","0","0","0"
"6","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","4","0","0","0.21638568319313162"
"3","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","5","0","0","0.5683282669153719"
"5","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","5","0","0","0.723287825861618"
"7","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","3","0","0","0"
"4","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","4","0","0","0.4871027251447767"
"2","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","3","0","0","0"
"1","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","4","0","0","0.6204440699824116"
"6","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","5","0","0","0.21638568319313162"
"5","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","6","0","0","0.723287825861618"
"3","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","6","0","0","0.5683282669153719"
"4","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","5","0","0","0.4871027251447767"
"8","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","5","0","0","0.6055851063829787"
"7","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","4","0","0","0.36666666666666664"
"3","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","7","0","0","0.5683282669153719"
"5","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","7","0","0","0.723287825861618"
"1","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","5","0","0","0.6204440699824116"
"4","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","6","0","0","0.4871027251447767"
"2","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","4","0","0","0.7854790419161677"
"8","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","6","0","0","0.6055851063829787"
"7","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","5","0","0","0.36666666666666664"
"6","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","6","0","0","0.21638568319313162"
"3","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","8","0","0","0.3662958845041006"
"5","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","8","0","0","0.6298379960860517"
"4","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","7","0","0","0.4871027251447767"
"5","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","9","0","0","0.6298379960860517"
"2","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","5","0","0","0.7854790419161677"
"3","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","9","0","0","0.3662958845041006"
"8","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","7","0","0","0.6055851063829787"
"6","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","7","0","0","0.21638568319313162"
"4","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","8","0","0","0.7257257630921758"
"7","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","6","0","0","0.36666666666666664"
"1","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","6","0","0","0.6204440699824116"
"5","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","10","0","0","0.6298379960860517"
"3","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","10","0","0","0.3662958845041006"
"4","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","9","0","0","0.7257257630921758"
"3","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","11","0","0","0.3662958845041006"
"2","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","6","0","0","0.7854790419161677"
"6","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","8","0","0","0.4233277122056897"
"7","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","7","0","0","0.36666666666666664"
"5","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","11","0","0","0.6298379960860517"
"8","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","8","0","0","0.256561120303418"
"1","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","7","0","0","0.6204440699824116"
"4","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","10","0","0","0.7257257630921758"
"3","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","12","0","0","0.9489587793802824"
"5","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","12","0","0","0.46143595444774976"
"7","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","8","0","0","0.7283783783783784"
"4","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","11","0","0","0.7257257630921758"
"6","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","9","0","0","0.4233277122056897"
"2","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","7","0","0","0.7854790419161677"
"3","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","13","0","0","0.9489587793802824"
"1","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","8","0","0","0.35538461538461524"
"5","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","13","0","0","0.46143595444774976"
"8","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","9","0","0","0.256561120303418"
"4","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","12","0","0","0.6896698307698499"
"7","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","9","0","0","0.7283783783783784"
"6","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","10","0","0","0.4233277122056897"
"3","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","14","0","0","0.9489587793802824"
"2","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","8","0","0","0.33210862619808307"
"8","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","10","0","0","0.256561120303418"
"7","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","10","0","0","0.7283783783783784"
"1","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","9","0","0","0.35538461538461524"
"4","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","13","0","0","0.6896698307698499"
"6","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","11","0","0","0.4233277122056897"
"5","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","14","0","0","0.46143595444774976"
"3","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","15","0","0","0.9489587793802824"
"1","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","10","0","0","0.35538461538461524"
"5","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","15","0","0","0.46143595444774976"
"4","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","14","0","0","0.6896698307698499"
"7","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","11","0","0","0.7283783783783784"
"3","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","16","0","0","0.43217369922791904"
"8","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","11","0","0","0.256561120303418"
"6","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","12","0","0","0.4974406392444035"
"2","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","9","0","0","0.33210862619808307"
"5","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","16","0","0","0.32586335314703874"
"4","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","15","0","0","0.6896698307698499"
"1","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","11","0","0","0.35538461538461524"
"7","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","12","0","0","0.7234615384615382"
"8","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","12","0","0","0.2259676122316023"
"3","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","17","0","0","0.43217369922791904"
"6","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","13","0","0","0.4974406392444035"
"2","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","10","0","0","0.33210862619808307"
"7","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","13","0","0","0.7234615384615382"
"4","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","16","0","0","0.8521629839425171"
"5","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","17","0","0","0.32586335314703874"
"3","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","18","0","0","0.43217369922791904"
"8","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","13","0","0","0.2259676122316023"
"1","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","12","0","0","0.44810586926701523"
"6","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","14","0","0","0.4974406392444035"
"7","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","14","0","0","0.7234615384615382"
"5","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","18","0","0","0.32586335314703874"
"4","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","17","0","0","0.8521629839425171"
"2","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","11","0","0","0.33210862619808307"
"3","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","19","0","0","0.43217369922791904"
"1","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","13","0","0","0.44810586926701523"
"6","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","15","0","0","0.4974406392444035"
"7","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","15","0","0","0.7234615384615382"
"4","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","18","0","0","0.8521629839425171"
"5","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","19","0","0","0.32586335314703874"
"3","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","20","0","0","0.5691017964071856"
"2","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","12","0","0","0.5381306179343525"
"8","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","14","0","0","0.2259676122316023"
"6","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","16","0","0","0.480203915319468"
"4","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","19","0","0","0.8521629839425171"
"7","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","16","0","0","0.3454838709677418"
"5","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","20","0","0","0.8305685666685314"
"3","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","21","0","0","0.5691017964071856"
"2","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","13","0","0","0.5381306179343525"
"1","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","14","0","0","0.44810586926701523"
"4","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","20","0","0","0.4852547361841842"
"6","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","17","0","0","0.480203915319468"
"3","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","22","0","0","0.5691017964071856"
"5","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","21","0","0","0.8305685666685314"
"8","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","15","0","0","0.2259676122316023"
"4","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","21","0","0","0.4852547361841842"
"7","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","17","0","0","0.3454838709677418"
"5","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","22","0","0","0.8305685666685314"
"3","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","23","0","0","0.5691017964071856"
"2","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","14","0","0","0.5381306179343525"
"6","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","18","0","0","0.480203915319468"
"8","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","16","0","0","0.2655270911223421"
"4","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","22","0","0","0.4852547361841842"
"1","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","15","0","0","0.44810586926701523"
"5","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","23","0","0","0.8305685666685314"
"7","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","18","0","0","0.3454838709677418"
"3","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","24","0","0","0.8354987314549751"
"4","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","23","0","0","0.4852547361841842"
"8","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","17","0","0","0.2655270911223421"
"2","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","15","0","0","0.5381306179343525"
"6","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","19","0","0","0.480203915319468"
"1","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","16","0","0","0.8055896541538318"
"5","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","24","0","0","0.44688522714870643"
"3","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","25","0","0","0.8354987314549751"
"7","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","19","0","0","0.3454838709677418"
"4","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","24","0","0","0.2255677998351233"
"6","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","20","0","0","0.728839114159205"
"8","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","18","0","0","0.2655270911223421"
"5","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","25","0","0","0.44688522714870643"
"3","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","26","0","0","0.8354987314549751"
"2","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","16","0","0","1.0885882344273992"
"1","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","17","0","0","0.8055896541538318"
"4","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","25","0","0","0.2255677998351233"
"8","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","19","0","0","0.2655270911223421"
"5","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","26","0","0","0.44688522714870643"
"6","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","21","0","0","0.728839114159205"
"7","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","20","0","0","0.7572853346587252"
"3","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","27","0","0","0.8354987314549751"
"4","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","26","0","0","0.2255677998351233"
"5","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","27","0","0","0.44688522714870643"
"2","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","17","0","0","1.0885882344273992"
"8","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","20","0","0","0.6049477040102132"
"7","0.5","5","true","0.33","yes-policy","100","0.2","0.33","1000","0.33","1","0.3","10000000","2","1000","2","1000","21","0","0","0.7572853346587252"
