"BehaviorSpace results (NetLogo 6.2.2)"
"JAN22_SEN1211_recyclingplastic_group5.tmp.nlogo"
"Yes_50% recycling"
"01/22/2022 22:39:20:650 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","initial-perc-singles","initial-num-collection-points","show-bottles?","fraction-of-collection","model-version","population","initial-perc-families","fraction-of-technology","total-budget","fraction-of-campaign","recycling-changing-ratio","initial-perc-couples","max-bottles","initial-num-recycling-companies","C-capacity","collection-changing-ratio","R-capacity","[step]","total-collection","total-recycle","rate-recycling"
"3","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","16","0","0","0.9728026584962423"
"6","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","16","0","0","0.3713016260024024"
"1","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","14","0","0","0.9567869662459713"
"5","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","16","0","0","0.6160000000000002"
"4","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","15","0","0","0.5354316911538907"
"2","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","17","0","0","0.5822886908547009"
"7","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","16","0","0","0.742141631426457"
"8","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","17","0","0","0.5389684813753581"
"3","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","17","0","0","0.9728026584962423"
"5","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","17","0","0","0.6160000000000002"
"6","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","17","0","0","0.3713016260024024"
"4","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","16","0","0","0.7984422314118251"
"1","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","15","0","0","0.9567869662459713"
"2","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","18","0","0","0.5822886908547009"
"8","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","18","0","0","0.5389684813753581"
"3","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","18","0","0","0.9728026584962423"
"5","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","18","0","0","0.6160000000000002"
"7","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","17","0","0","0.742141631426457"
"6","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","18","0","0","0.3713016260024024"
"1","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","16","0","0","0.36894409937888195"
"4","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","17","0","0","0.7984422314118251"
"2","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","19","0","0","0.5822886908547009"
"8","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","19","0","0","0.5389684813753581"
"3","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","19","0","0","0.9728026584962423"
"5","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","19","0","0","0.6160000000000002"
"7","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","18","0","0","0.742141631426457"
"6","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","19","0","0","0.3713016260024024"
"1","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","17","0","0","0.36894409937888195"
"4","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","18","0","0","0.7984422314118251"
"8","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","20","0","0","0.4460755813953488"
"5","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","20","0","0","0.40609158088908087"
"7","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","19","0","0","0.742141631426457"
"6","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","20","0","0","0.5799221044905144"
"3","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","20","0","0","0.5907629427792916"
"2","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","20","0","0","0.7105715920096954"
"4","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","19","0","0","0.7984422314118251"
"1","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","18","0","0","0.36894409937888195"
"8","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","21","0","0","0.4460755813953488"
"3","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","21","0","0","0.5907629427792916"
"6","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","21","0","0","0.5799221044905144"
"5","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","21","0","0","0.40609158088908087"
"7","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","20","0","0","1.2069332877616574"
"2","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","21","0","0","0.7105715920096954"
"3","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","22","0","0","0.5907629427792916"
"8","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","22","0","0","0.4460755813953488"
"1","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","19","0","0","0.36894409937888195"
"4","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","20","0","0","0.4571168524626837"
"5","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","22","0","0","0.40609158088908087"
"6","0.5","5","true","0.25","yes-policy","100","0.2","0.5","1000","0.25","1","0.3","10000000","2","1000","2","1000","22","0","0","0.5799221044905144"
